component,eigenvalue,variance_share,cumulative_share,above_mp_edge,above_adjusted_edge
400,0.11211657561220299,0.00023956533250470719,0.988778187911803,False,False
401,0.11191191213204209,0.00023912801737615826,0.9890173159291792,False,False
402,0.11081255977224352,0.00023677897387231516,0.9892540949030515,False,False
403,0.10910599895158761,0.00023313247639228116,0.9894872273794437,False,False
404,0.10884029420487665,0.00023256473120700132,0.9897197921106508,False,False
405,0.10777064748443864,0.0002302791612915355,0.9899500712719422,False,False
406,0.10704650686622952,0.00022873185227826814,0.9901788031242206,False,False
407,0.10557022749313029,0.00022557740917335527,0.9904043805333939,False,False
408,0.10431366984545028,0.00022289245693472276,0.9906272729903286,False,False
409,0.10339781349388462,0.00022093549891855682,0.9908482084892472,False,False
410,0.10253318776531524,0.00021908800804554534,0.9910672964972926,False,False
