trading_start,pair,y,x,beta,eg_stat,pvalue,half_life,ssd,spread_sd
2014-02-10,DG/CELG,DG,CELG,0.497577,-5.6773,0.0005,2.79627,23.9983,0.0231462
2014-02-10,PX/MA,PX,MA,0.320747,-5.59704,0.0005,2.68283,13.4005,0.0115347
2014-02-10,MMM/MA,MMM,MA,0.564371,-5.31029,0.0005,3.48762,20.8894,0.0149147
2014-02-10,DFS/PCAR,DFS,PCAR,1.38616,-5.30983,0.0005,3.62958,21.225,0.0254776
2014-02-10,TJX/TSCO,TJX,TSCO,0.837186,-5.28962,0.0005,4.45556,12.4538,0.0215115
2014-02-10,IT/CVS,IT,CVS,1.0393,-5.20047,0.0005,3.18603,18.0393,0.0239593
2014-02-10,CBS/PKG,CBS,PKG,0.765698,-5.13671,0.0005,3.31855,15.8504,0.0239673
2014-02-10,PX/MMM,PX,MMM,0.56081,-5.1027,0.0005,3.10011,23.3912,0.0112595
2014-02-10,PNC/WFC,PNC,WFC,0.857774,-5.04237,0.0005,3.624,16.7941,0.0128003
2014-02-10,HII/CTAS,HII,CTAS,2.061,-5.00818,0.0005,8.61638,29.0006,0.0439249
2014-02-10,LOW/HAL,LOW,HAL,0.909548,-4.96985,0.0005,3.7149,28.6928,0.0283309
2014-02-10,PX/ALGN,PX,ALGN,0.21414,-4.95667,0.0005,3.42641,22.6891,0.014594
2014-02-10,HON/NOC,HON,NOC,0.406413,-4.95182,0.0005,4.94013,21.9305,0.0166926
2014-02-10,MHK/FISV,MHK,FISV,0.918639,-4.93892,0.0005,2.95237,13.0663,0.023103
2014-02-10,DLTR/KR,DLTR,KR,0.842911,-4.90898,0.0005,3.90496,18.025,0.0246421
2014-02-10,PX/ADS,PX,ADS,0.281795,-4.88948,0.0005,3.34553,28.4541,0.0132582
2014-02-10,MMC/TSCO,MMC,TSCO,0.685279,-4.88538,0.0005,4.98891,24.2719,0.0189264
2014-02-10,SNA/NOC,SNA,NOC,0.515373,-4.87963,0.0005,4.58146,14.6273,0.0197361
2014-02-10,DAL/ADS,DAL,ADS,1.35941,-4.86692,0.0005,5.49848,11.7599,0.0498022
2014-02-10,UHS/CBS,UHS,CBS,0.952651,-4.78019,0.0005,7.12379,26.8555,0.0356393
2014-08-11,EXPE/FIS,EXPE,FIS,2.42569,-5.87461,0.0005,3.20359,23.6638,0.043912
2014-08-11,HON/AAP,HON,AAP,0.277938,-5.33524,0.0005,4.08308,32.5932,0.0161581
2014-08-11,PX/AME,PX,AME,0.551303,-5.24499,0.0005,2.95728,26.4061,0.0110411
2014-08-11,CTSH/FLS,CTSH,FLS,0.936773,-5.22304,0.0005,3.12779,28.997,0.0272604
2014-08-11,HON/EXPE,HON,EXPE,0.265197,-5.17949,0.0005,5.23387,34.3064,0.0178167
2014-08-11,NWL/NDAQ,NWL,NDAQ,0.692385,-5.13825,0.0005,4.49691,31.2044,0.0225801
2014-08-11,APD/ATVI,APD,ATVI,0.667382,-5.13626,0.0005,3.57313,26.2759,0.0229964
2014-08-11,MS/WYN,MS,WYN,0.769519,-5.06027,0.0005,3.98563,30.4521,0.021146
2014-08-11,ETFC/WYNN,ETFC,WYNN,0.828749,-5.05018,0.0005,5.61282,26.256,0.0424115
2014-08-11,PPG/MMC,PPG,MMC,1.20574,-5.04728,0.0005,3.14481,15.6989,0.0166593
2014-08-11,MCO/DFS,MCO,DFS,1.18467,-5.00987,0.0005,3.68517,21.6679,0.0225062
2014-08-11,VMC/PKG,VMC,PKG,1.07085,-4.98097,0.0005,3.29565,31.9736,0.0319413
2014-08-11,GGP/AWK,GGP,AWK,1.0748,-4.9687,0.0005,4.50806,32.5018,0.021645
2014-08-11,CMS/XEL,CMS,XEL,1.04057,-4.92808,0.0005,4.11662,10.0967,0.00910989
2014-08-11,DIS/URI,DIS,URI,0.459202,-4.92254,0.0005,5.54977,21.9186,0.0203999
2014-08-11,TEL/DVA,TEL,DVA,0.758687,-4.91831,0.0005,3.528,31.8984,0.021549
2014-08-11,PPG/NSC,PPG,NSC,0.736742,-4.87635,0.0005,3.39188,16.4602,0.0179892
2014-08-11,HON/AAL,HON,AAL,0.147551,-4.86245,0.0005,3.9027,26.9707,0.0154186
2014-08-11,HSIC/AXP,HSIC,AXP,0.567038,-4.83051,0.0005,3.55522,23.3819,0.0127859
2014-08-11,ETFC/VMC,ETFC,VMC,1.26025,-4.80595,0.0005,3.74541,28.4879,0.0419998
2015-02-10,NI/MO,NI,MO,0.578403,-5.49391,0.0005,3.99522,24.1047,0.0201099
2015-02-10,JWN/CI,JWN,CI,0.757096,-5.39245,0.0005,2.92008,32.8877,0.0247867
2015-02-10,LB/COST,LB,COST,1.76473,-5.26842,0.0005,4.03181,11.6775,0.0317259
2015-02-10,LUV/FISV,LUV,FISV,2.53916,-5.13329,0.0005,6.7402,15.3264,0.0510887
2015-02-10,ABT/APD,ABT,APD,0.715844,-5.08243,0.0005,2.99948,30.3037,0.0164164
2015-02-10,SWKS/DIS,SWKS,DIS,3.87049,-5.03364,0.0005,5.1758,31.6738,0.0807482
2015-02-10,RHI/ANDV,RHI,ANDV,0.796306,-4.98714,0.0005,3.59138,16.9044,0.0309805
2015-02-10,CINF/ALK,CINF,ALK,0.256104,-4.93411,0.0005,3.42258,40.7174,0.0131915
2015-02-10,CI/EA,CI,EA,0.551643,-4.86473,0.0005,3.4878,16.2231,0.0251621
2015-02-10,JWN/RHI,JWN,RHI,0.65119,-4.82256,0.0005,3.70178,32.0428,0.0244494
2015-02-10,MS/BBY,MS,BBY,0.473307,-4.81853,0.0005,4.47323,38.3075,0.0265336
2015-02-10,SNA/ANDV,SNA,ANDV,0.47725,-4.80326,0.0005,3.87621,24.2816,0.0225453
2015-02-10,AVGO/AGN,AVGO,AGN,1.615,-4.80272,0.0005,7.72273,35.0297,0.0648799
2015-02-10,AMP/IRM,AMP,IRM,0.521999,-4.7918,0.0005,4.32791,37.0926,0.0279236
2015-02-10,CVX/SLB,CVX,SLB,0.634084,-4.77516,0.0005,5.46168,19.5008,0.0181112
2015-02-10,JWN/AWK,JWN,AWK,1.12036,-4.76104,0.0005,3.74182,40.5089,0.0278075
2015-02-10,PEP/LRCX,PEP,LRCX,0.403597,-4.74962,0.0005,4.28951,21.0458,0.0180926
